timestamp,WashingMachine_kW,Dishwasher_kW,Dryer_kW,WaterHeater_kW,Total_kW
2025-01-23 02:15:00,0.031,0.026,0.0,0.115,0.172
2025-01-23 02:30:00,0.0,0.0,0.0,0.124,0.124
2025-01-23 02:45:00,0.028,0.0,0.0,0.109,0.137
2025-01-23 03:00:00,0.012,0.0,0.002,0.078,0.092
2025-01-23 03:15:00,0.025,0.0,0.0,0.12,0.145
2025-01-23 03:30:00,0.04,0.036,0.057,0.078,0.211
2025-01-23 03:45:00,0.038,0.0,0.0,0.163,0.201
2025-01-23 04:00:00,0.013,0.007,0.0,0.098,0.118
2025-01-23 04:15:00,0.0,0.0,0.009,0.035,0.044
2025-01-23 04:30:00,0.0,0.0,0.0,0.175,0.175
2025-01-23 04:45:00,0.001,0.019,0.005,0.115,0.14
2025-01-23 05:00:00,0.048,0.009,0.045,0.073,0.175
2025-01-23 05:15:00,0.02,0.04,0.0,0.089,0.149
2025-01-23 05:30:00,0.0,0.0,0.0,0.117,0.117
2025-01-23 05:45:00,0.0,0.0,0.0,0.083,0.083
2025-01-23 06:00:00,0.016,0.0,0.031,0.147,0.194
2025-01-23 06:15:00,0.0,0.0,0.015,0.088,0.103
2025-01-23 06:30:00,0.014,0.022,0.0,0.118,0.154
2025-01-23 06:45:00,0.004,0.017,0.026,2.463,2.51
2025-01-23 07:00:00,0.0,0.008,0.0,2.512,2.52
2025-01-23 07:15:00,0.0,0.0,0.0,2.497,2.497
2025-01-23 07:30:00,0.0,0.0,0.03,2.482,2.512
2025-01-23 07:45:00,0.037,0.0,0.0,2.493,2.53
2025-01-23 08:00:00,0.007,0.0,0.054,0.137,0.198
2025-01-23 08:15:00,0.003,0.0,0.027,1.662,1.692
2025-01-23 08:30:00,0.0,0.064,0.0,1.675,1.739
2025-01-23 08:45:00,0.033,0.0,0.0,0.058,0.091
2025-01-23 09:00:00,0.047,0.0,0.0,0.13,0.177
2025-01-23 09:15:00,0.004,0.0,0.027,0.097,0.128
2025-01-23 09:30:00,0.0,0.0,0.023,0.101,0.124
2025-01-23 09:45:00,0.0,0.034,0.0,0.116,0.15
2025-01-23 10:00:00,0.004,0.019,0.017,0.056,0.096
2025-01-23 10:15:00,0.018,0.0,0.0,0.086,0.104
2025-01-23 10:30:00,0.0,0.0,0.011,0.084,0.095
2025-01-23 10:45:00,0.01,0.041,0.063,0.114,0.228
2025-01-23 11:00:00,0.0,0.0,0.002,0.161,0.163
2025-01-23 11:15:00,0.0,0.001,0.0,0.078,0.079
2025-01-23 11:30:00,0.023,0.066,0.037,0.114,0.24
2025-01-23 11:45:00,0.0,0.0,0.0,0.088,0.088
2025-01-23 12:00:00,0.016,0.006,0.029,0.056,0.107
2025-01-23 12:15:00,0.0,0.024,0.0,0.08,0.104
2025-01-23 12:30:00,0.0,0.0,0.0,0.102,0.102
2025-01-23 12:45:00,0.0,0.021,0.0,1.785,1.806
2025-01-23 13:00:00,0.0,0.0,0.042,3.239,3.281
2025-01-23 13:15:00,0.0,0.0,0.02,0.1,0.12
2025-01-23 13:30:00,0.0,0.056,0.0,0.03,0.086
2025-01-23 13:45:00,0.053,0.0,0.033,0.094,0.18
2025-01-23 14:00:00,0.029,0.004,0.0,0.125,0.158
2025-01-23 14:15:00,0.0,0.011,0.0,0.044,0.055
2025-01-23 14:30:00,0.0,0.0,0.0,0.104,0.104
2025-01-23 14:45:00,0.007,0.0,0.0,0.106,0.113
2025-01-23 15:00:00,0.0,0.0,0.003,0.119,0.122
2025-01-23 15:15:00,0.0,0.042,0.017,0.076,0.135
2025-01-23 15:30:00,0.0,0.0,0.0,0.12,0.12
2025-01-23 15:45:00,0.017,0.0,0.0,0.089,0.106
2025-01-23 16:00:00,0.0,0.022,0.0,1.726,1.748
2025-01-23 16:15:00,0.0,0.0,0.0,1.731,1.731
2025-01-23 16:30:00,0.004,0.0,0.031,0.139,0.174
2025-01-23 16:45:00,0.0,0.0,0.0,0.105,0.105
2025-01-23 17:00:00,0.0,0.021,0.04,2.057,2.118
2025-01-23 17:15:00,0.0,0.08,0.041,2.022,2.143
2025-01-23 17:30:00,0.056,0.035,0.0,0.035,0.126
2025-01-23 17:45:00,0.011,0.016,0.0,0.052,0.079
2025-01-23 18:00:00,0.002,0.682,0.0,0.091,0.775
2025-01-23 18:15:00,0.011,0.587,0.01,0.112,0.72
2025-01-23 18:30:00,0.006,1.636,0.0,0.089,1.731
2025-01-23 18:45:00,0.0,1.617,0.0,0.115,1.732
2025-01-23 19:00:00,0.632,1.635,0.054,0.132,2.453
2025-01-23 19:15:00,0.619,0.408,0.027,2.072,3.126
2025-01-23 19:30:00,1.628,0.439,0.013,2.101,4.181
2025-01-23 19:45:00,1.67,0.252,0.022,2.047,3.991
2025-01-23 20:00:00,1.608,0.028,0.0,2.122,3.758
2025-01-23 20:15:00,0.332,0.015,2.541,0.093,2.981
2025-01-23 20:30:00,0.389,0.0,2.483,0.068,2.94
2025-01-23 20:45:00,0.296,0.0,2.365,0.113,2.774
2025-01-23 21:00:00,0.0,0.042,2.336,0.058,2.436
2025-01-23 21:15:00,0.024,0.008,2.263,0.05,2.345
2025-01-23 21:30:00,0.002,0.0,2.215,0.094,2.311
2025-01-23 21:45:00,0.038,0.042,0.235,0.041,0.356
2025-01-23 22:00:00,0.007,0.003,0.0,0.141,0.151
2025-01-23 22:15:00,0.0,0.011,0.028,0.071,0.11
2025-01-23 22:30:00,0.004,0.006,0.0,1.542,1.552
2025-01-23 22:45:00,0.0,0.016,0.004,1.521,1.541
2025-01-23 23:00:00,0.013,0.0,0.001,1.663,1.677
2025-01-23 23:15:00,0.0,0.002,0.0,0.135,0.137
2025-01-23 23:30:00,0.024,0.001,0.0,0.087,0.112
2025-01-23 23:45:00,0.0,0.02,0.017,1.822,1.859
2025-01-24 00:00:00,0.018,0.0,0.0,0.112,0.13
2025-01-24 00:15:00,0.004,0.0,0.012,0.067,0.083
2025-01-24 00:30:00,0.067,0.0,0.0,0.076,0.143
2025-01-24 00:45:00,0.013,0.0,0.065,0.066,0.144
2025-01-24 01:00:00,0.015,0.019,0.013,0.044,0.091
2025-01-24 01:15:00,0.022,0.041,0.051,0.045,0.159
2025-01-24 01:30:00,0.0,0.0,0.0,0.067,0.067
2025-01-24 01:45:00,0.0,0.0,0.011,0.049,0.06
2025-01-24 02:00:00,0.0,0.0,0.0,0.128,0.128
2025-01-24 02:15:00,0.0,0.0,0.0,0.029,0.029
2025-01-24 02:30:00,0.0,0.0,0.0,1.675,1.675
2025-01-24 02:45:00,0.0,0.0,0.01,1.693,1.703
2025-01-24 03:00:00,0.053,0.01,0.018,1.613,1.694
2025-01-24 03:15:00,0.031,0.0,0.037,1.657,1.725
2025-01-24 03:30:00,0.015,0.011,0.014,0.086,0.126
2025-01-24 03:45:00,0.021,0.0,0.037,0.013,0.071
2025-01-24 04:00:00,0.0,0.005,0.039,0.083,0.127
2025-01-24 04:15:00,0.0,0.065,0.0,3.444,3.509
2025-01-24 04:30:00,0.052,0.0,0.0,1.684,1.736
2025-01-24 04:45:00,0.032,0.043,0.0,0.045,0.12
2025-01-24 05:00:00,0.0,0.0,0.05,0.082,0.132
2025-01-24 05:15:00,0.024,0.014,0.031,0.107,0.176
2025-01-24 05:30:00,0.027,0.028,0.0,0.094,0.149
2025-01-24 05:45:00,0.0,0.0,0.0,0.082,0.082
2025-01-24 06:00:00,0.0,0.0,0.003,0.103,0.106
2025-01-24 06:15:00,0.0,0.023,0.0,0.093,0.116
2025-01-24 06:30:00,0.033,0.094,0.0,0.076,0.203
2025-01-24 06:45:00,0.018,0.046,0.031,0.107,0.202
2025-01-24 07:00:00,0.018,0.04,0.0,2.62,2.678
2025-01-24 07:15:00,0.0,0.0,0.002,2.628,2.63
2025-01-24 07:30:00,0.0,0.014,0.035,4.191,4.24
2025-01-24 07:45:00,0.0,0.0,0.0,1.63,1.63
2025-01-24 08:00:00,0.007,0.0,0.0,0.087,0.094
2025-01-24 08:15:00,0.0,0.017,0.017,0.111,0.145
2025-01-24 08:30:00,0.0,0.033,0.043,0.065,0.141
2025-01-24 08:45:00,0.003,0.021,0.034,0.092,0.15
2025-01-24 09:00:00,0.0,0.0,0.018,0.109,0.127
2025-01-24 09:15:00,0.022,0.079,0.01,0.047,0.158
2025-01-24 09:30:00,0.021,0.024,0.0,1.785,1.83
2025-01-24 09:45:00,0.004,0.0,0.0,1.736,1.74
2025-01-24 10:00:00,0.002,0.0,0.007,0.088,0.097
2025-01-24 10:15:00,0.004,0.0,0.038,0.11,0.152
2025-01-24 10:30:00,0.059,0.0,0.068,0.105,0.232
2025-01-24 10:45:00,0.0,0.006,0.042,0.05,0.098
2025-01-24 11:00:00,0.016,0.003,0.006,0.093,0.118
2025-01-24 11:15:00,0.035,0.0,0.004,0.109,0.148
2025-01-24 11:30:00,0.001,0.005,0.0,0.079,0.085
2025-01-24 11:45:00,0.024,0.002,0.011,0.106,0.143
2025-01-24 12:00:00,0.0,0.014,0.0,0.121,0.135
2025-01-24 12:15:00,0.025,0.0,0.005,0.07,0.1
2025-01-24 12:30:00,0.039,0.0,0.0,0.091,0.13
2025-01-24 12:45:00,0.038,0.0,0.0,0.127,0.165
2025-01-24 13:00:00,0.0,0.005,0.0,0.079,0.084
2025-01-24 13:15:00,0.0,0.0,0.0,0.125,0.125
2025-01-24 13:30:00,0.0,0.004,0.001,0.063,0.068
2025-01-24 13:45:00,0.037,0.0,0.0,0.035,0.072
2025-01-24 14:00:00,0.011,0.027,0.04,1.825,1.903
2025-01-24 14:15:00,0.0,0.007,0.0,0.11,0.117
2025-01-24 14:30:00,0.036,0.0,0.0,0.088,0.124
2025-01-24 14:45:00,0.0,0.041,0.017,0.136,0.194
2025-01-24 15:00:00,0.003,0.0,0.002,0.048,0.053
2025-01-24 15:15:00,0.054,0.007,0.0,0.118,0.179
2025-01-24 15:30:00,0.0,0.0,0.0,0.135,0.135
2025-01-24 15:45:00,0.0,0.0,0.005,0.026,0.031
2025-01-24 16:00:00,0.0,0.011,0.013,0.143,0.167
2025-01-24 16:15:00,0.044,0.012,0.0,0.041,0.097
2025-01-24 16:30:00,0.007,0.043,0.004,0.124,0.178
2025-01-24 16:45:00,0.05,0.0,0.0,0.097,0.147
2025-01-24 17:00:00,0.0,0.007,2.771,0.036,2.814
2025-01-24 17:15:00,0.0,0.026,2.683,0.074,2.783
2025-01-24 17:30:00,0.009,0.0,2.583,0.073,2.665
2025-01-24 17:45:00,0.034,0.0,2.496,0.082,2.612
2025-01-24 18:00:00,0.0,0.612,0.235,0.038,0.885
2025-01-24 18:15:00,0.048,0.609,0.0,0.123,0.78
2025-01-24 18:30:00,0.028,1.729,0.0,0.055,1.812
2025-01-24 18:45:00,0.0,1.764,0.02,0.053,1.837
2025-01-24 19:00:00,0.003,1.777,0.0,0.04,1.82
2025-01-24 19:15:00,0.0,0.42,0.0,0.127,0.547
2025-01-24 19:30:00,0.0,0.395,0.0,0.123,0.518
2025-01-24 19:45:00,0.011,0.349,0.026,0.128,0.514
2025-01-24 20:00:00,0.067,0.0,0.0,1.52,1.587
2025-01-24 20:15:00,0.032,0.021,0.016,3.618,3.687
2025-01-24 20:30:00,0.015,0.049,0.0,2.152,2.216
2025-01-24 20:45:00,0.0,0.0,0.0,2.158,2.158
2025-01-24 21:00:00,0.0,0.019,0.0,2.184,2.203
2025-01-24 21:15:00,0.0,0.011,0.0,2.219,2.23
2025-01-24 21:30:00,0.038,0.0,0.0,0.08,0.118
2025-01-24 21:45:00,0.018,0.0,0.0,0.083,0.101
2025-01-24 22:00:00,0.023,0.025,0.0,0.102,0.15
2025-01-24 22:15:00,0.026,0.0,0.0,0.115,0.141
2025-01-24 22:30:00,0.053,0.009,0.025,0.13,0.217
2025-01-24 22:45:00,0.0,0.004,0.03,0.094,0.128
2025-01-24 23:00:00,0.066,0.068,0.003,0.063,0.2
2025-01-24 23:15:00,0.022,0.011,0.007,0.099,0.139
2025-01-24 23:30:00,0.0,0.04,0.0,0.097,0.137
2025-01-24 23:45:00,0.0,0.0,0.0,0.099,0.099
2025-01-25 00:00:00,0.01,0.0,0.005,0.12,0.135
2025-01-25 00:15:00,0.0,0.019,0.005,0.065,0.089
2025-01-25 00:30:00,0.041,0.024,0.0,0.112,0.177
2025-01-25 00:45:00,0.0,0.015,0.0,0.054,0.069
2025-01-25 01:00:00,0.037,0.02,0.037,1.516,1.61
2025-01-25 01:15:00,0.0,0.022,0.0,1.505,1.527
2025-01-25 01:30:00,0.0,0.012,0.024,0.116,0.152
2025-01-25 01:45:00,0.027,0.003,0.0,0.063,0.093
2025-01-25 02:00:00,0.0,0.0,0.009,1.926,1.935
2025-01-25 02:15:00,0.003,0.011,0.038,0.068,0.12
2025-01-25 02:30:00,0.004,0.031,0.0,0.054,0.089
2025-01-25 02:45:00,0.007,0.019,0.0,0.085,0.111
2025-01-25 03:00:00,0.08,0.035,0.0,0.062,0.177
2025-01-25 03:15:00,0.0,0.022,0.0,0.127,0.149
2025-01-25 03:30:00,0.0,0.045,0.05,0.1,0.195
2025-01-25 03:45:00,0.039,0.0,0.028,0.11,0.177
2025-01-25 04:00:00,0.0,0.0,0.03,0.085,0.115
2025-01-25 04:15:00,0.0,0.0,0.025,0.111,0.136
2025-01-25 04:30:00,0.0,0.04,0.0,0.075,0.115
2025-01-25 04:45:00,0.055,0.024,0.005,0.099,0.183
2025-01-25 05:00:00,0.0,0.007,0.0,0.071,0.078
2025-01-25 05:15:00,0.001,0.0,0.0,0.101,0.102
2025-01-25 05:30:00,0.041,0.059,0.0,0.086,0.186
2025-01-25 05:45:00,0.001,0.0,0.007,0.098,0.106
2025-01-25 06:00:00,0.0,0.0,0.025,0.085,0.11
2025-01-25 06:15:00,0.0,0.023,0.003,0.083,0.109
2025-01-25 06:30:00,0.0,0.023,0.0,4.332,4.355
2025-01-25 06:45:00,0.0,0.004,0.006,4.325,4.335
2025-01-25 07:00:00,0.049,0.0,0.0,2.61,2.659
2025-01-25 07:15:00,0.012,0.0,0.039,0.068,0.119
2025-01-25 07:30:00,0.0,0.0,0.0,0.089,0.089
2025-01-25 07:45:00,0.0,0.006,0.003,0.085,0.094
2025-01-25 08:00:00,0.024,0.02,0.037,0.087,0.168
2025-01-25 08:15:00,0.031,0.0,0.0,0.143,0.174
2025-01-25 08:30:00,0.0,0.666,0.0,0.106,0.772
2025-01-25 08:45:00,0.03,0.564,0.0,0.07,0.664
2025-01-25 09:00:00,0.0,1.824,0.028,0.071,1.923
2025-01-25 09:15:00,0.0,1.831,0.055,0.035,1.921
2025-01-25 09:30:00,0.0,1.796,0.0,2.111,3.907
2025-01-25 09:45:00,0.006,0.455,0.006,2.037,2.504
2025-01-25 10:00:00,0.0,0.426,0.0,1.792,2.218
2025-01-25 10:15:00,0.0,0.338,0.059,0.118,0.515
2025-01-25 10:30:00,0.0,0.007,0.0,0.128,0.135
2025-01-25 10:45:00,0.073,0.0,0.0,0.069,0.142
2025-01-25 11:00:00,0.0,0.027,0.0,0.08,0.107
2025-01-25 11:15:00,0.0,0.024,0.0,0.108,0.132
2025-01-25 11:30:00,0.0,0.0,0.028,0.117,0.145
2025-01-25 11:45:00,0.0,0.021,0.008,0.104,0.133
2025-01-25 12:00:00,0.02,0.0,0.074,0.107,0.201
2025-01-25 12:15:00,0.019,0.0,0.045,0.089,0.153
2025-01-25 12:30:00,0.0,0.048,0.0,0.11,0.158
2025-01-25 12:45:00,0.0,0.0,0.0,0.066,0.066
2025-01-25 13:00:00,0.0,0.0,0.0,0.113,0.113
2025-01-25 13:15:00,0.0,0.02,0.036,0.053,0.109
2025-01-25 13:30:00,0.033,0.043,0.027,0.103,0.206
2025-01-25 13:45:00,0.0,0.038,0.0,0.168,0.206
2025-01-25 14:00:00,0.037,0.013,0.0,0.102,0.152
2025-01-25 14:15:00,0.014,0.0,0.0,0.092,0.106
2025-01-25 14:30:00,0.0,0.0,0.009,0.088,0.097
2025-01-25 14:45:00,0.0,0.0,0.038,0.038,0.076
2025-01-25 15:00:00,0.0,0.0,0.035,0.081,0.116
2025-01-25 15:15:00,0.0,0.003,0.0,0.021,0.024
2025-01-25 15:30:00,0.0,0.0,0.0,0.125,0.125
2025-01-25 15:45:00,0.043,0.0,0.008,0.069,0.12
2025-01-25 16:00:00,0.006,0.009,0.0,0.105,0.12
2025-01-25 16:15:00,0.032,0.001,0.0,0.143,0.176
2025-01-25 16:30:00,0.005,0.002,0.022,0.084,0.113
2025-01-25 16:45:00,0.055,0.0,0.0,0.119,0.174
2025-01-25 17:00:00,0.0,0.014,0.012,0.14,0.166
2025-01-25 17:15:00,0.0,0.001,0.0,0.093,0.094
2025-01-25 17:30:00,0.0,0.0,0.009,0.125,0.134
2025-01-25 17:45:00,0.013,0.0,0.046,0.15,0.209
2025-01-25 18:00:00,0.018,0.0,0.017,0.076,0.111
2025-01-25 18:15:00,0.0,0.0,0.067,0.142,0.209
2025-01-25 18:30:00,0.0,0.011,0.006,0.086,0.103
2025-01-25 18:45:00,0.042,0.0,0.0,0.09,0.132
2025-01-25 19:00:00,0.0,0.0,0.0,0.119,0.119
2025-01-25 19:15:00,0.0,0.0,0.0,0.063,0.063
2025-01-25 19:30:00,0.024,0.032,0.0,5.726,5.782
2025-01-25 19:45:00,0.05,0.022,0.052,5.758,5.882
2025-01-25 20:00:00,0.0,0.008,0.026,2.285,2.319
2025-01-25 20:15:00,0.0,0.0,0.0,2.363,2.363
2025-01-25 20:30:00,0.602,0.016,2.604,0.02,3.242
2025-01-25 20:45:00,0.564,0.0,2.518,0.037,3.119
2025-01-25 21:00:00,1.765,0.602,2.386,0.083,4.836
2025-01-25 21:15:00,1.745,0.611,2.354,0.109,4.819
2025-01-25 21:30:00,1.775,1.666,2.246,0.071,5.758
2025-01-25 21:45:00,0.433,1.63,2.251,0.181,4.495
2025-01-25 22:00:00,0.404,1.637,2.088,0.108,4.237
2025-01-25 22:15:00,0.278,0.397,0.185,0.074,0.934
2025-01-25 22:30:00,0.0,0.394,0.0,0.109,0.503
2025-01-25 22:45:00,0.0,0.353,0.0,0.095,0.448
2025-01-25 23:00:00,0.081,0.008,0.011,0.086,0.186
2025-01-25 23:15:00,0.048,0.004,0.025,0.1,0.177
2025-01-25 23:30:00,0.015,0.057,0.0,0.163,0.235
2025-01-25 23:45:00,0.0,0.001,0.0,0.091,0.092
2025-01-26 00:00:00,0.018,0.0,0.0,0.08,0.098
2025-01-26 00:15:00,0.018,0.0,0.02,0.04,0.078
2025-01-26 00:30:00,0.0,0.017,0.019,1.749,1.785
2025-01-26 00:45:00,0.011,0.003,0.035,0.036,0.085
2025-01-26 01:00:00,0.018,0.0,0.0,0.06,0.078
2025-01-26 01:15:00,0.0,0.0,0.0,0.037,0.037
2025-01-26 01:30:00,0.011,0.046,0.0,0.067,0.124
2025-01-26 01:45:00,0.0,0.0,0.0,0.087,0.087
2025-01-26 02:00:00,0.02,0.024,0.037,0.045,0.126
2025-01-26 02:15:00,0.003,0.0,0.0,0.047,0.05
2025-01-26 02:30:00,0.002,0.002,0.057,0.081,0.142
2025-01-26 02:45:00,0.0,0.0,0.0,0.11,0.11
2025-01-26 03:00:00,0.035,0.0,0.057,0.102,0.194
2025-01-26 03:15:00,0.0,0.027,0.037,0.073,0.137
2025-01-26 03:30:00,0.026,0.0,0.0,0.081,0.107
2025-01-26 03:45:00,0.082,0.01,0.0,0.058,0.15
2025-01-26 04:00:00,0.0,0.017,0.002,0.062,0.081
2025-01-26 04:15:00,0.003,0.028,0.045,0.052,0.128
2025-01-26 04:30:00,0.002,0.0,0.0,0.082,0.084
2025-01-26 04:45:00,0.0,0.0,0.0,0.091,0.091
2025-01-26 05:00:00,0.022,0.019,0.036,0.099,0.176
2025-01-26 05:15:00,0.0,0.0,0.019,0.082,0.101
2025-01-26 05:30:00,0.002,0.004,0.0,0.059,0.065
2025-01-26 05:45:00,0.0,0.0,0.017,0.039,0.056
2025-01-26 06:00:00,0.043,0.0,0.012,0.044,0.099
2025-01-26 06:15:00,0.05,0.0,0.0,0.024,0.074
2025-01-26 06:30:00,0.0,0.056,0.053,0.041,0.15
2025-01-26 06:45:00,0.0,0.032,0.0,2.371,2.403
2025-01-26 07:00:00,0.071,0.019,0.0,2.287,2.377
2025-01-26 07:15:00,0.0,0.059,0.005,2.327,2.391
2025-01-26 07:30:00,0.0,0.0,0.021,0.069,0.09
2025-01-26 07:45:00,0.0,0.0,0.0,0.081,0.081
2025-01-26 08:00:00,0.0,0.02,0.0,0.054,0.074
2025-01-26 08:15:00,0.0,0.013,0.01,0.0,0.023
2025-01-26 08:30:00,0.0,0.007,0.0,0.082,0.089
2025-01-26 08:45:00,0.0,0.0,0.0,0.028,0.028
2025-01-26 09:00:00,0.004,0.006,0.019,0.073,0.102
2025-01-26 09:15:00,0.0,0.0,0.037,0.076,0.113
2025-01-26 09:30:00,0.0,0.003,0.0,1.548,1.551
2025-01-26 09:45:00,0.0,0.0,0.0,0.053,0.053
2025-01-26 10:00:00,0.0,0.001,0.013,0.067,0.081
2025-01-26 10:15:00,0.03,0.0,0.052,0.073,0.155
2025-01-26 10:30:00,0.029,0.0,0.0,0.06,0.089
2025-01-26 10:45:00,0.029,0.0,0.051,0.049,0.129
2025-01-26 11:00:00,0.0,0.01,0.013,0.114,0.137
2025-01-26 11:15:00,0.013,0.042,2.798,1.984,4.837
2025-01-26 11:30:00,0.0,0.007,2.632,0.049,2.688
2025-01-26 11:45:00,0.008,0.0,2.579,0.075,2.662
2025-01-26 12:00:00,0.072,0.0,2.506,0.072,2.65
2025-01-26 12:15:00,0.039,0.0,2.406,0.081,2.526
2025-01-26 12:30:00,0.0,0.0,2.313,1.575,3.888
2025-01-26 12:45:00,0.012,0.0,2.287,0.029,2.328
2025-01-26 13:00:00,0.0,0.04,0.203,0.066,0.309
2025-01-26 13:15:00,0.0,0.013,0.0,0.027,0.04
2025-01-26 13:30:00,0.021,0.027,0.036,0.064,0.148
2025-01-26 13:45:00,0.0,0.0,0.04,0.09,0.13
2025-01-26 14:00:00,0.0,0.032,0.013,0.049,0.094
2025-01-26 14:15:00,0.0,0.0,0.0,0.064,0.064
2025-01-26 14:30:00,0.0,0.0,0.052,0.065,0.117
2025-01-26 14:45:00,0.0,0.0,0.0,0.026,0.026
2025-01-26 15:00:00,0.0,0.001,0.0,0.037,0.038
2025-01-26 15:15:00,0.035,0.023,0.01,0.0,0.068
2025-01-26 15:30:00,0.0,0.0,0.039,0.001,0.04
2025-01-26 15:45:00,0.084,0.013,0.0,0.059,0.156
2025-01-26 16:00:00,0.0,0.0,0.0,0.074,0.074
2025-01-26 16:15:00,0.0,0.027,0.0,0.043,0.07
2025-01-26 16:30:00,0.03,0.039,0.0,0.105,0.174
2025-01-26 16:45:00,0.06,0.01,0.0,0.096,0.166
2025-01-26 17:00:00,0.031,0.0,0.011,0.038,0.08
2025-01-26 17:15:00,0.004,0.01,0.004,0.047,0.065
2025-01-26 17:30:00,0.002,0.0,0.0,0.075,0.077
2025-01-26 17:45:00,0.0,0.03,0.023,0.049,0.102
2025-01-26 18:00:00,0.0,0.0,0.0,0.048,0.048
2025-01-26 18:15:00,0.016,0.011,0.0,0.056,0.083
2025-01-26 18:30:00,0.0,0.0,0.022,0.034,0.056
2025-01-26 18:45:00,0.0,0.0,0.0,0.078,0.078
2025-01-26 19:00:00,0.042,0.0,0.014,0.004,0.06
2025-01-26 19:15:00,0.537,0.007,0.0,2.38,2.924
2025-01-26 19:30:00,1.15,0.516,0.077,2.295,4.038
2025-01-26 19:45:00,2.307,0.591,0.016,2.356,5.27
2025-01-26 20:00:00,3.635,1.871,0.0,2.376,7.882
2025-01-26 20:15:00,3.57,1.843,0.017,2.345,7.775
2025-01-26 20:30:00,2.217,1.764,2.712,0.101,6.794
2025-01-26 20:45:00,0.817,0.443,2.654,0.034,3.948
2025-01-26 21:00:00,0.685,0.352,2.582,0.089,3.708
2025-01-26 21:15:00,0.256,0.287,2.489,0.059,3.091
2025-01-26 21:30:00,0.0,0.0,2.414,0.02,2.434
2025-01-26 21:45:00,0.0,0.01,2.355,0.095,2.46
2025-01-26 22:00:00,0.0,0.038,0.225,0.047,0.31
2025-01-26 22:15:00,0.0,0.007,0.029,0.041,0.077
2025-01-26 22:30:00,0.0,0.022,0.033,0.078,0.133
2025-01-26 22:45:00,0.01,0.0,0.037,0.093,0.14
2025-01-26 23:00:00,0.013,0.0,0.005,0.047,0.065
2025-01-26 23:15:00,0.022,0.0,0.04,0.102,0.164
2025-01-26 23:30:00,0.019,0.0,0.0,0.094,0.113
2025-01-26 23:45:00,0.0,0.0,0.02,0.091,0.111
2025-01-27 00:00:00,0.003,0.005,0.0,0.05,0.058
2025-01-27 00:15:00,0.0,0.032,0.032,2.028,2.092
2025-01-27 00:30:00,0.0,0.038,0.0,0.07,0.108
2025-01-27 00:45:00,0.015,0.0,0.0,0.103,0.118
2025-01-27 01:00:00,0.006,0.012,0.0,0.025,0.043
2025-01-27 01:15:00,0.0,0.0,0.0,0.006,0.006
2025-01-27 01:30:00,0.0,0.0,0.025,0.058,0.083
2025-01-27 01:45:00,0.027,0.016,0.021,0.021,0.085
2025-01-27 02:00:00,0.0,0.029,0.0,0.039,0.068
2025-01-27 02:15:00,0.0,0.0,0.006,0.035,0.041
2025-01-27 02:30:00,0.001,0.035,0.037,0.057,0.13
2025-01-27 02:45:00,0.0,0.034,0.0,0.026,0.06
2025-01-27 03:00:00,0.0,0.006,0.0,0.072,0.078
2025-01-27 03:15:00,0.03,0.0,0.0,0.092,0.122
2025-01-27 03:30:00,0.0,0.002,0.016,1.832,1.85
2025-01-27 03:45:00,0.011,0.0,0.0,1.743,1.754
2025-01-27 04:00:00,0.007,0.0,0.026,0.072,0.105
2025-01-27 04:15:00,0.0,0.0,0.0,0.024,0.024
2025-01-27 04:30:00,0.023,0.0,0.016,0.075,0.114
2025-01-27 04:45:00,0.0,0.013,0.0,0.084,0.097
2025-01-27 05:00:00,0.0,0.0,0.0,0.091,0.091
2025-01-27 05:15:00,0.0,0.009,0.033,0.021,0.063
2025-01-27 05:30:00,0.0,0.079,0.008,0.003,0.09
2025-01-27 05:45:00,0.05,0.051,0.0,0.086,0.187
2025-01-27 06:00:00,0.0,0.0,0.049,0.073,0.122
2025-01-27 06:15:00,0.0,0.0,0.0,0.105,0.105
2025-01-27 06:30:00,0.0,0.0,0.0,0.108,0.108
2025-01-27 06:45:00,0.0,0.0,0.036,0.061,0.097
2025-01-27 07:00:00,0.002,0.0,0.0,2.67,2.672
2025-01-27 07:15:00,0.0,0.0,0.0,2.684,2.684
2025-01-27 07:30:00,0.0,0.0,0.0,2.694,2.694
2025-01-27 07:45:00,0.016,0.0,0.0,2.647,2.663
2025-01-27 08:00:00,0.023,0.018,0.071,0.051,0.163
2025-01-27 08:15:00,0.0,0.0,0.0,0.066,0.066
2025-01-27 08:30:00,0.0,0.0,0.051,0.092,0.143
2025-01-27 08:45:00,0.01,0.0,0.012,0.074,0.096
2025-01-27 09:00:00,0.0,0.017,0.0,0.061,0.078
2025-01-27 09:15:00,0.045,0.001,0.007,0.087,0.14
2025-01-27 09:30:00,0.0,0.0,0.0,0.062,0.062
2025-01-27 09:45:00,0.066,0.014,0.004,0.069,0.153
2025-01-27 10:00:00,0.0,0.0,0.02,0.052,0.072
2025-01-27 10:15:00,0.016,0.0,0.0,2.011,2.027
2025-01-27 10:30:00,0.0,0.009,0.0,2.013,2.022
2025-01-27 10:45:00,0.007,0.0,0.066,0.054,0.127
2025-01-27 11:00:00,0.0,0.063,0.0,0.115,0.178
2025-01-27 11:15:00,0.083,0.019,0.031,0.103,0.236
2025-01-27 11:30:00,0.0,0.059,0.0,0.054,0.113
